UNINUM,Number,Name,Address,County,City,State,Zip,Service Type,Established Date,Acquired Date
4861,6888,Edwardsville Branch,11 Narrows Shopping Center,Luzerne,Edwardsville,PA,18704,Full Service Brick and Mortar Office,10/01/1910,03/20/2010
4869,6860,Fogelsville Branch,7614 Tilghman,Lehigh,Allentown,PA,18106,Full Service Brick and Mortar Office,08/27/1926,03/20/2010
4936,8095,Milford Branch,224 Broad Street,Pike,Milford,PA,18337,Full Service Brick and Mortar Office,07/01/1900,03/20/2010
4976,8100,Pittston Branch,1 South Main Street,Luzerne,Pittston,PA,18640,Full Service Brick and Mortar Office,01/01/1857,03/20/2010
5006,8049,Slatington Branch,541 Main Street,Lehigh,Slatington,PA,18080,Full Service Brick and Mortar Office,01/01/1875,03/20/2010
5031,6810,West Chester Branch,17 North High Street,Chester,West Chester,PA,19380,Full Service Brick and Mortar Office,01/01/1814,03/20/2010
5034,6880,West Scranton,101 North Main Ave,Lackawanna,Scranton,PA,18504,Full Service Brick and Mortar Office,01/01/1829,03/20/2010
5041,7975,Lancaster Square Branch,100 North Queen Street,Lancaster,Lancaster,PA,17603,Full Service Brick and Mortar Office,01/09/1865,03/20/2010
5097,7188,Eustis Branch,21 N Grove Street,Lake,Eustis,FL,32726,Full Service Brick and Mortar Office,11/01/1903,03/20/2010
5103,7286,Deland Main Branch,131 East New York Avenue,Volusia,Deland,FL,32724,Full Service Brick and Mortar Office,01/01/1926,03/20/2010
5398,7109,Martinez Branch,3726 Washington Road,Columbia,Martinez,GA,30907,Full Service Brick and Mortar Office,08/01/1909,03/20/2010
5554,4350,Green River Branch,125 West Flaming Gorge Way,Sweetwater,Green River,WY,82935,Full Service Brick and Mortar Office,01/01/1883,11/21/2003
5623,4474,Austin Branch,501 North Main Street,Mower,Austin,MN,55912,Full Service Brick and Mortar Office,01/11/1930,02/20/2004
5745,8601,Hartsville Main Branch,104 North Fifth Street,Darlington,Hartsville,SC,29550,Full Service Brick and Mortar Office,01/01/1910,03/20/2010
5755,3798,Kerrville Main Branch,301 Junction Highway,Kerr,Kerrville,TX,78028,Full Service Brick and Mortar Office,01/01/1907,11/21/2003
5763,3831,Cuero Branch,307 North Esplanade Street,De Witt,Cuero,TX,77954,Full Service Brick and Mortar Office,08/26/1928,11/21/2003
5778,4979,Sheboygan South Branch,1251 Wilson Avenue,Sheboygan,Sheboygan,WI,53081,Full Service Brick and Mortar Office,01/01/1916,02/20/2004
5786,8981,Florence Main Branch,102 E Dr Hicks Boulevard,Lauderdale,Florence,AL,35630,Full Service Brick and Mortar Office,09/20/1926,03/20/2010
5796,8987,Roanoke Branch,607 Main St,Randolph,Roanoke,AL,36274,Full Service Brick and Mortar Office,01/01/1931,03/20/2010
5892,5345,Farmington Branch,12 West State Street,Davis,Farmington,UT,84025,Full Service Brick and Mortar Office,03/30/1892,02/20/2004
5956,4884,Adel Branch,100 Nile Kinnick Dr North,Dallas,Adel,IA,50003,Full Service Brick and Mortar Office,01/01/1934,02/20/2004
5987,6154,Rogers South Branch,12916 Main Street,Hennepin,Rogers,MN,55374,Full Service Brick and Mortar Office,06/26/1909,06/17/2006
5997,4499,Thief River Falls Branch,208 Main Ave N,Pennington,Thief River Falls,MN,56701,Full Service Brick and Mortar Office,05/05/1930,02/20/2004
6036,6705,Egg Harbor Branch,201 Philadelphia Avenue,Atlantic,Egg Harbor City,NJ,8215,Full Service Brick and Mortar Office,01/01/1925,03/20/2010
6038,6763,Metuchen Branch,407 Main Street,Middlesex,Metuchen,NJ,8840,Full Service Brick and Mortar Office,08/14/1925,03/20/2010
6093,5579,Canby Union Branch,150 N.W. Second Avenue,Clackamas,Canby,OR,97013,Full Service Brick and Mortar Office,07/11/1932,02/20/2004
6148,7233,Dade City Branch,14210 Seventh Street,Pasco,Dade City,FL,33523,Full Service Brick and Mortar Office,01/01/1889,03/20/2010
6242,4463,Saint Cloud Main Branch,400 South First Street,Stearns,Saint Cloud,MN,56301,Full Service Brick and Mortar Office,09/01/1917,02/20/2004
6250,4449,Hibbing Branch,601 East Howard Street,St. Louis,Hibbing,MN,55746,Full Service Brick and Mortar Office,12/31/1902,02/20/2004
6302,7000,Davidson Branch,112 South Main Street,Mecklenburg,Davidson,NC,28036,Full Service Brick and Mortar Office,04/01/1916,03/20/2010
6336,6869,Wind Gap Branch,1 N Broadway,Northampton,Wind Gap,PA,18091,Full Service Brick and Mortar Office,01/01/1915,03/20/2010
6348,8609,Winnsboro Main Branch,101 Congress Street,Fairfield,Winnsboro,SC,29180,Full Service Brick and Mortar Office,01/02/1906,03/20/2010
6433,8472,Americus Main Branch,217 West Forsyth Street,Sumter,Americus,GA,31709,Full Service Brick and Mortar Office,01/01/1892,03/20/2010
6522,4393,Stillwater Branch,2000 Northwestern Avenue S,Washington,Stillwater,MN,55082,Full Service Brick and Mortar Office,09/18/1909,02/20/2004
6615,3792,Alice Main Branch,1128 East Main Street,Jim Wells,Alice,TX,78332,Full Service Brick and Mortar Office,01/01/1893,11/21/2003
6618,4036,Willis Branch,501 West Montgomery Street,Montgomery,Willis,TX,77378,Full Service Brick and Mortar Office,12/20/1916,11/21/2003
6627,4153,Denton Downtown Branch,101 South Locust Street,Denton,Denton,TX,76201,Full Service Brick and Mortar Office,08/12/1912,11/21/2003
6628,3938,La Vernia Branch,119 West Chihuahua Street,Wilson,La Vernia,TX,78121,Full Service Brick and Mortar Office,05/03/1933,11/21/2003
6715,4859,Ottumwa Branch,231 West Second Street,Wapello,Ottumwa,IA,52501,Full Service Brick and Mortar Office,10/19/1863,02/20/2004
6816,3717,Millard Main Branch,13259 Millard Avenue,Douglas,Omaha,NE,68137,Full Service Brick and Mortar Office,11/23/1916,11/21/2003
6868,3927,Navasota Branch,305 East Washington Avenue,Grimes,Navasota,TX,77868,Full Service Brick and Mortar Office,01/01/1927,11/21/2003
6958,4925,Monmouth Branch,100 South Main Street,Warren,Monmouth,IL,61462,Full Service Brick and Mortar Office,04/29/1905,02/20/2004
7009,4489,Blue Earth Branch,201 East 7th Street,Faribault,Blue Earth,MN,56013,Full Service Brick and Mortar Office,01/01/1903,02/20/2004
7019,4507,Worthington Branch,1010 Second Avenue,Nobles,Worthington,MN,56187,Full Service Brick and Mortar Office,01/01/1873,02/20/2004
7029,4522,Mound Branch,2220 Commerce Boulevard,Hennepin,Mound,MN,55364,Full Service Brick and Mortar Office,01/04/1909,02/20/2004
7032,4397,Excelsior Branch,411 Water Street,Hennepin,Excelsior,MN,55331,Full Service Brick and Mortar Office,05/01/1906,02/20/2004
7115,4023,Kyle Branch,5401 S Fm 1626,Hays,Kyle,TX,78640,Full Service Brick and Mortar Office,03/18/1932,11/21/2003
7126,3892,Ed Carey Branch,1821 South 77 Sunshine Strip,Cameron,Harlingen,TX,78550,Full Service Brick and Mortar Office,03/05/1907,11/21/2003
7127,3929,Rio Vista Branch,501 North Highway 174,Johnson,Rio Vista,TX,76093,Full Service Brick and Mortar Office,01/01/1920,11/21/2003
7131,3922,Waller Branch,2313 Main Street,Waller,Waller,TX,77484,Full Service Brick and Mortar Office,02/18/1915,11/21/2003
7133,3795,Bandera Branch,900 Main Street,Bandera,Bandera,TX,78003,Full Service Brick and Mortar Office,01/01/1910,11/21/2003
7144,5350,Meadows Branch,797 West State Road,Utah,American Fork,UT,84003,Full Service Brick and Mortar Office,04/15/1911,02/20/2004
7145,5360,Milford Branch,326 South Main Street,Beaver,Milford,UT,84751,Full Service Brick and Mortar Office,04/01/1912,02/20/2004
7152,5625,Everett Main Branch,2801 Wetmore Ave,Snohomish,Everett,WA,98201,Full Service Brick and Mortar Office,01/01/1902,02/20/2004
7163,4992,Waupun Branch,37 North Madison Street,Fond Du Lac,Waupun,WI,53963,Full Service Brick and Mortar Office,06/03/1903,02/20/2004
7189,4271,Steamboat Springs Branch,320 South Lincoln Avenue,Routt,Steamboat Springs,CO,80487,Full Service Brick and Mortar Office,03/01/1929,11/21/2003
7190,4272,Sterling Branch,129 South Third Street,Logan,Sterling,CO,80751,Full Service Brick and Mortar Office,02/14/1925,11/21/2003
7200,7195,Lake Wales Branch,149 East Stuart Avenue,Polk,Lake Wales,FL,33853,Full Service Brick and Mortar Office,10/28/1915,03/20/2010
7286,4504,Pelican Rapids Branch,11 South Broadway,Otter Tail,Pelican Rapids,MN,56572,Full Service Brick and Mortar Office,01/01/1882,02/20/2004
7343,4670,Alamogordo Main Branch,1109 New York Ave,Otero,Alamogordo,NM,88310,Full Service Brick and Mortar Office,01/01/1912,02/20/2004
7377,3830,Angleton Branch,800 North Loop 274,Brazoria,Angleton,TX,77515,Full Service Brick and Mortar Office,10/30/1908,11/21/2003
7384,4178,Bellville Branch,2 East Main Street,Austin,Bellville,TX,77418,Full Service Brick and Mortar Office,10/02/1909,11/21/2003
7386,4099,Brenham Main Branch,2450 Becker Dr,Washington,Brenham,TX,77833,Full Service Brick and Mortar Office,08/17/1905,11/21/2003
7448,8481,Bull Street Branch,136 Bull Street,Chatham,Savannah,GA,31401,Full Service Brick and Mortar Office,08/04/1909,03/20/2010
7584,8036,Sixth & Penn Branch,540 Penn Street,Berks,Reading,PA,19602,Full Service Brick and Mortar Office,07/01/1932,03/20/2010
7611,3919,Centerville Branch,115 East Saint Marys,Leon,Centerville,TX,75833,Full Service Brick and Mortar Office,01/01/1910,11/21/2003
7627,5342,Wells Fargo Center Branch,299 South Main Street,Salt Lake,Salt Lake City,UT,84111,Full Service Brick and Mortar Office,01/01/1887,02/20/2004
7634,4349,Rock Springs Branch,1400 Dewar Drive,Sweetwater,Rock Springs,WY,82901,Full Service Brick and Mortar Office,01/01/1887,11/21/2003
7636,6615,Spring Lake Branch,1123 Third Avenue,Monmouth,Spring Lake,NJ,7762,Full Service Brick and Mortar Office,12/23/1933,03/20/2010
7643,8394,Elizabethtown Branch,202 West Broad Street,Bladen,Elizabethtown,NC,28337,Full Service Brick and Mortar Office,04/20/1907,03/20/2010
7827,3843,Poteet Branch,126 South 6th Street,Atascosa,Poteet,TX,78065,Full Service Brick and Mortar Office,11/22/1922,11/21/2003
7942,6793,Moorestown Branch,91 East Main Street,Burlington,Moorestown,NJ,8057,Full Service Brick and Mortar Office,04/05/1984,03/20/2010
7957,3895,Los Fresnos Branch,203 North Arroyo Boulevard,Cameron,Los Fresnos,TX,78566,Full Service Brick and Mortar Office,10/04/1928,11/21/2003
8040,5218,Tucson Main Branch,150 North Stone Avenue,Pima,Tucson,AZ,85701,Full Service Brick and Mortar Office,05/01/1903,02/20/2004
8042,7878,Saint Paul Street Branch,7 Saint Paul Street,Baltimore City,Baltimore,MD,21202,Full Service Brick and Mortar Office,01/01/1795,03/20/2010
8182,6762,South Amboy Branch,116 North Broadway,Middlesex,South Amboy,NJ,8879,Full Service Brick and Mortar Office,07/15/1919,03/20/2010
8214,3893,Donna Branch,132 South Main Street,Hidalgo,Donna,TX,78537,Full Service Brick and Mortar Office,02/29/1928,11/21/2003
8232,5008,Ladysmith Branch,100 Miner Avenue East,Rusk,Ladysmith,WI,54848,Full Service Brick and Mortar Office,03/29/1927,02/20/2004
8248,4971,West Allis Branch,6130 West National Avenue,Milwaukee,West Allis,WI,53214,Full Service Brick and Mortar Office,05/13/1911,02/20/2004
8347,3672,Big Sandy Branch,1 Johannes Avenue,Chouteau,Big Sandy,MT,59520,Full Service Brick and Mortar Office,07/02/1910,11/21/2003
8426,5005,Stoughton Branch,911 West Main Street,Dane,Stoughton,WI,53589,Full Service Brick and Mortar Office,09/25/1877,02/20/2004
8463,4679,Gallup Branch,300 West Aztec Avenue,Mckinley,Gallup,NM,87301,Full Service Brick and Mortar Office,01/06/1934,02/20/2004
8652,3779,Big Spring Branch,400 South Main Street,Howard,Big Spring,TX,79720,Full Service Brick and Mortar Office,02/02/1934,11/21/2003
8667,8048,Frackville Branch,2 South Lehigh St,Schuylkill,Frackville,PA,17931,Full Service Brick and Mortar Office,02/08/1934,03/20/2010
8784,3696,Sidney Branch,101 2nd Avenue Southwest,Richland,Sidney,MT,59270,Full Service Brick and Mortar Office,12/08/1916,11/21/2003
8789,5018,Baraboo Branch,502 Oak Street,Sauk,Baraboo,WI,53913,Full Service Brick and Mortar Office,03/12/1934,02/20/2004
8876,3764,Canyon Branch,2111 4th Avenue,Randall,Canyon,TX,79015,Full Service Brick and Mortar Office,01/01/1900,11/21/2003
8884,8946,Boaz Branch,201 Billy Dyar Boulevard,Marshall,Boaz,AL,35957,Full Service Brick and Mortar Office,03/26/1934,03/20/2010
8916,8637,Goochland Courthouse Branch,3018 River Road West,Goochland,Goochland,VA,23063,Full Service Brick and Mortar Office,01/01/1923,03/20/2010
9005,3791,Robstown Branch,104 North Upshaw Boulevard,Nueces,Robstown,TX,78380,Full Service Brick and Mortar Office,01/01/1934,11/21/2003
9047,8959,Hartselle Branch,"611 West Chestnut Street, Northwest",Morgan,Hartselle,AL,35640,Full Service Brick and Mortar Office,06/14/1934,03/20/2010
9083,3752,Thousand Oaks Branch,16414 San Pedro Avenue,Bexar,San Antonio,TX,78232,Full Service Brick and Mortar Office,08/05/1901,11/21/2003
9257,7178,King Street Branch,33 King Street,St. Johns,Saint Augustine,FL,32084,Full Service Brick and Mortar Office,10/02/1934,03/20/2010
9299,7389,Cocoa Branch,834 North Cocoa Boulevard,Brevard,Cocoa,FL,32922,Full Service Brick and Mortar Office,11/03/1934,03/20/2010
9345,4890,Ankeny Branch,910 East First Street,Polk,Ankeny,IA,50021,Full Service Brick and Mortar Office,01/01/1881,02/20/2004
9353,4910,Cedar Rapids First Avenue Branch,1800 1st Avenue Ne,Linn,Cedar Rapids,IA,52402,Full Service Brick and Mortar Office,10/29/1934,02/20/2004
9404,8660,Washington Avenue Branch,2700 Washington Avenue,Newport News City,Newport News,VA,23607,Full Service Brick and Mortar Office,11/12/1934,03/20/2010
9422,8687,Grant & Elden Branch,501 Elden Street,Fairfax,Herndon,VA,20170,Full Service Brick and Mortar Office,02/15/1935,03/20/2010
9436,8592,Lake City Main Branch,205 West Main Street,Florence,Lake City,SC,29560,Full Service Brick and Mortar Office,03/09/1935,03/20/2010
9457,4792,Aberdeen Main Branch,204 South First Street,Brown,Aberdeen,SD,57401,Full Service Brick and Mortar Office,01/01/1883,02/20/2004
9491,3685,Butte South Branch,3650 Harrison Avenue,Silver Bow,Butte,MT,59701,Full Service Brick and Mortar Office,04/07/1907,11/21/2003
9540,3713,Norfolk Main Branch,227 West Norfolk Avenue,Madison,Norfolk,NE,68701,Full Service Brick and Mortar Office,06/01/1935,11/21/2003
9622,4780,San Francisco Main Branch,464 California Street,San Francisco,San Francisco,CA,94104,Full Service Brick and Mortar Office,01/01/1890,02/20/2004
9626,4676,Carlsbad Downtown Branch,115 West Fox Street,Eddy,Carlsbad,NM,88220,Full Service Brick and Mortar Office,09/01/1935,02/20/2004
9693,3921,Brookshire Branch,923 Cooper Street,Waller,Brookshire,TX,77423,Full Service Brick and Mortar Office,01/05/1906,11/21/2003
9702,3828,Seguin Branch,101 East Nolte Street,Guadalupe,Seguin,TX,78155,Full Service Brick and Mortar Office,01/01/1868,11/21/2003
9711,7429,Lake Worth Branch,120 North Dixie Highway,Palm Beach,Lake Worth,FL,33460,Full Service Brick and Mortar Office,06/01/1936,03/20/2010
9762,9001,Marianna Main Branch,4393 Lafayette Street,Jackson,Marianna,FL,32446,Full Service Brick and Mortar Office,01/01/1934,03/20/2010
9779,7318,Downtown West Palm Beach Branch,303 Banyan Blvd,Palm Beach,West Palm Beach,FL,33401,Full Service Brick and Mortar Office,03/15/1937,03/20/2010
9796,4279,Golden Branch,1301 Jackson Street,Jefferson,Golden,CO,80401,Full Service Brick and Mortar Office,01/01/1937,11/21/2003
9799,3877,Boyd Branch,201 West Rock Island Ave,Wise,Boyd,TX,76023,Full Service Brick and Mortar Office,04/24/1909,11/21/2003
9813,4100,Sw Military Branch,"3570 Military Drive, S.W.",Bexar,San Antonio,TX,78211,Full Service Brick and Mortar Office,07/19/1937,11/21/2003
9830,4255,Brighton Branch,15 South Main Street,Adams,Brighton,CO,80601,Full Service Brick and Mortar Office,01/01/1932,11/21/2003
9832,8950,Bay Minette Main Branch,119 Courthouse Square,Baldwin,Bay Minette,AL,36507,Full Service Brick and Mortar Office,10/25/1932,03/20/2010
9860,7420,Hyde Park Branch,214 South Hyde Park Avenue,Hillsborough,Tampa,FL,33606,Full Service Brick and Mortar Office,02/21/1917,03/20/2010
9863,8972,Elba Main Branch,402 Collier Street,Coffee,Elba,AL,36323,Full Service Brick and Mortar Office,01/15/1938,03/20/2010
9899,7407,Jacksonville Beach Branch,233 North Third Street,Duval,Jacksonville Beach,FL,32250,Full Service Brick and Mortar Office,09/10/1938,03/20/2010
10029,4759,Hillsboro Branch,212 West Caledonia Ave,Traill,Hillsboro,ND,58045,Full Service Brick and Mortar Office,01/01/1881,02/20/2004
10065,3973,Dallas Central Branch,1445 Ross Avenue,Dallas,Dallas,TX,75202,Full Service Brick and Mortar Office,06/04/1941,11/21/2003
10069,4643,Portales Branch,316 West Second Street,Roosevelt,Portales,NM,88130,Full Service Brick and Mortar Office,07/01/1941,02/20/2004
10084,8975,Ozark Main Branch,293 Andrews Avenue,Dale,Ozark,AL,36360,Full Service Brick and Mortar Office,10/20/1934,03/20/2010
10085,3812,Stockyards Branch,200 Ne 28th Street,Tarrant,Fort Worth,TX,76164,Full Service Brick and Mortar Office,09/03/1941,11/21/2003
10089,7433,Belle Glade Branch,41 Southwest Avenue B,Palm Beach,Belle Glade,FL,33430,Full Service Brick and Mortar Office,11/18/1941,03/20/2010
10090,3904,South Mcallen Branch,1100 East Jackson Avenue,Hidalgo,Mcallen,TX,78503,Full Service Brick and Mortar Office,03/10/1941,11/21/2003
10100,4896,Emmetsburg Branch,1101 Broadway Street,Palo Alto,Emmetsburg,IA,50536,Full Service Brick and Mortar Office,01/01/1929,02/20/2004
10109,9132,San Marco Branch,1562 Atlantic Blvd,Duval,Jacksonville,FL,32207,Full Service Brick and Mortar Office,01/02/1942,03/20/2010
10159,3678,Harve Branch,135 3rd Avenue,Hill,Havre,MT,59501,Full Service Brick and Mortar Office,01/04/1943,11/21/2003
10177,4234,Aurora Branch,9000 East Colfax Avenue,Arapahoe,Aurora,CO,80010,Full Service Brick and Mortar Office,03/31/1943,11/21/2003
10212,6912,Peekskill Branch,920 South Street,Westchester,Peekskill,NY,10566,Full Service Brick and Mortar Office,01/01/1859,03/20/2010
10232,6925,Fishkill Branch,1098 Main Street,Dutchess,Fishkill,NY,12524,Full Service Brick and Mortar Office,02/25/1857,03/20/2010
10236,6932,New Paltz Branch,29 Main Street,Ulster,New Paltz,NY,12561,Full Service Brick and Mortar Office,05/01/1871,03/20/2010
10275,6902,Getty Square Branch,12 South Broadway,Westchester,Yonkers,NY,10701,Full Service Brick and Mortar Office,01/01/1866,03/20/2010
10293,6893,Port Chester Branch,133 North Main Street,Westchester,Port Chester,NY,10573,Full Service Brick and Mortar Office,06/15/1865,03/20/2010
10301,5444,Custer County Branch,Fourth And Main,Custer,Challis,ID,83226,Full Service Brick and Mortar Office,01/01/1943,02/20/2004
10309,4863,Waterloo Branch,191 West Fifth Street,Black Hawk,Waterloo,IA,50701,Full Service Brick and Mortar Office,10/01/1943,02/20/2004
10358,6712,Morristown South Street Branch,21 South Street,Morris,Morristown,NJ,7960,Full Service Brick and Mortar Office,03/03/1874,03/20/2010
